deal_id,company,industry,sales_rep,lead_source,deal_stage,deal_value,probability,created_date,expected_close_date,actual_close_date,status
DEAL-0458,Company 458,Manufacturing,Arjun,Email Campaign,Proposal,838140,0.5,2025-09-24,2026-03-06,,Open
DEAL-0459,Company 459,Finance,Sneha,Partner,Qualification,4638727,0.25,2026-06-01,2026-07-31,,Open
DEAL-0460,Company 460,Manufacturing,Priya,Email Campaign,Prospecting,2277503,0.1,2026-06-13,2026-08-18,,Open
DEAL-0461,Company 461,Healthcare,Arjun,Website,Qualification,4172186,0.25,2025-04-12,2025-09-24,,Open
DEAL-0462,Company 462,Retail,Arjun,Email Campaign,Negotiation,4805185,0.75,2026-05-14,2026-08-18,,Open
DEAL-0463,Company 463,Education,Rahul,Website,Prospecting,175438,0.1,2025-12-31,2026-05-10,,Open
DEAL-0464,Company 464,Education,Ananya,Cold Call,Qualification,2851445,0.25,2025-05-27,2025-08-18,,Open
DEAL-0465,Company 465,Manufacturing,Arjun,LinkedIn,Proposal,3819457,0.5,2025-10-14,2026-01-29,,Open
DEAL-0466,Company 466,Healthcare,Ananya,Website,Negotiation,2487245,0.75,2026-07-20,2027-01-02,,Open
DEAL-0467,Company 467,Finance,Rahul,Partner,Closed Lost,1388530,0.0,2025-10-30,2025-11-21,2025-11-21,Lost
DEAL-0468,Company 468,Education,Vikram,Cold Call,Negotiation,738152,0.75,2026-08-02,2027-01-06,,Open
DEAL-0469,Company 469,Retail,Arjun,Referral,Closed Won,1499087,1.0,2025-07-07,2025-07-22,2025-07-22,Won
DEAL-0470,Company 470,Retail,Ananya,Partner,Proposal,2896230,0.5,2025-04-14,2025-09-03,,Open
DEAL-0471,Company 471,Education,Vikram,LinkedIn,Prospecting,1347991,0.1,2025-03-16,2025-05-03,,Open
DEAL-0472,Company 472,Finance,Priya,Email Campaign,Negotiation,3217759,0.75,2025-05-03,2025-10-09,,Open
DEAL-0473,Company 473,Retail,Priya,LinkedIn,Prospecting,2907281,0.1,2025-12-24,2026-01-20,,Open
DEAL-0474,Company 474,Education,Vikram,Website,Qualification,3510989,0.25,2025-08-03,2025-12-13,,Open
DEAL-0475,Company 475,Healthcare,Vikram,LinkedIn,Closed Lost,2300397,0.0,2025-08-21,2025-09-25,2025-09-25,Lost
DEAL-0476,Company 476,Manufacturing,Priya,Referral,Closed Won,1522542,1.0,2025-11-09,2025-12-16,2025-12-16,Won
DEAL-0477,Company 477,Finance,Sneha,Partner,Negotiation,1648099,0.75,2026-04-29,2026-05-27,,Open
DEAL-0478,Company 478,Education,Arjun,Referral,Proposal,3948190,0.5,2025-02-22,2025-03-12,,Open
DEAL-0479,Company 479,Finance,Priya,LinkedIn,Prospecting,2634182,0.1,2025-01-12,2025-03-01,,Open
DEAL-0480,Company 480,Finance,Priya,Partner,Prospecting,628526,0.1,2026-07-15,2026-10-30,,Open
DEAL-0481,Company 481,Technology,Ananya,Cold Call,Proposal,864422,0.5,2025-10-21,2025-11-12,,Open
DEAL-0482,Company 482,Healthcare,Rahul,LinkedIn,Closed Won,1466842,1.0,2025-06-06,2025-10-05,2025-10-05,Won
DEAL-0483,Company 483,Healthcare,Rahul,Partner,Closed Won,4129441,1.0,2026-03-04,2026-08-06,2026-08-06,Won
DEAL-0484,Company 484,Technology,Sneha,LinkedIn,Negotiation,3435744,0.75,2026-07-22,2027-01-09,,Open
DEAL-0485,Company 485,Education,Rahul,Email Campaign,Qualification,4076390,0.25,2025-06-24,2025-07-21,,Open
DEAL-0486,Company 486,Technology,Vikram,Email Campaign,Negotiation,1454355,0.75,2026-06-07,2026-09-23,,Open
DEAL-0487,Company 487,Retail,Rahul,LinkedIn,Proposal,2951092,0.5,2025-10-20,2026-02-14,,Open
DEAL-0488,Company 488,Finance,Vikram,Cold Call,Prospecting,2938939,0.1,2025-10-30,2025-11-26,,Open
DEAL-0489,Company 489,Technology,Ananya,LinkedIn,Negotiation,3222382,0.75,2025-04-10,2025-09-08,,Open
DEAL-0490,Company 490,Technology,Sneha,Referral,Closed Won,388540,1.0,2025-04-10,2025-10-03,2025-10-03,Won
DEAL-0491,Company 491,Manufacturing,Ananya,Website,Prospecting,1344315,0.1,2025-01-03,2025-02-14,,Open
DEAL-0492,Company 492,Technology,Rahul,Partner,Prospecting,1339467,0.1,2025-12-22,2026-01-18,,Open
DEAL-0493,Company 493,Education,Priya,Partner,Proposal,1067481,0.5,2025-02-23,2025-04-25,,Open
DEAL-0494,Company 494,Manufacturing,Rahul,Email Campaign,Closed Lost,856564,0.0,2026-06-09,2026-06-25,2026-06-25,Lost
DEAL-0495,Company 495,Manufacturing,Rahul,Email Campaign,Proposal,787954,0.5,2026-02-02,2026-06-07,,Open
DEAL-0496,Company 496,Retail,Priya,Email Campaign,Prospecting,4560579,0.1,2025-07-01,2025-12-15,,Open
DEAL-0497,Company 497,Technology,Sneha,Referral,Qualification,2585232,0.25,2025-08-18,2026-02-04,,Open
DEAL-0498,Company 498,Education,Ananya,Cold Call,Closed Won,965113,1.0,2026-05-17,2026-11-09,2026-11-09,Won
DEAL-0499,Company 499,Manufacturing,Sneha,LinkedIn,Proposal,3251078,0.5,2025-02-02,2025-04-14,,Open
DEAL-0500,Company 500,Healthcare,Rahul,Website,Closed Won,1548339,1.0,2026-01-08,2026-07-01,2026-07-01,Won
DEAL-0501,Company 501,Retail,Arjun,Cold Call,Qualification,4192535,0.25,2026-05-19,2026-07-31,,Open
DEAL-0502,Company 502,Retail,Sneha,Referral,Negotiation,2239921,0.75,2026-05-04,2026-08-05,,Open
DEAL-0503,Company 503,Education,Sneha,Referral,Closed Lost,3307945,0.0,2026-05-31,2026-10-11,2026-10-11,Lost
DEAL-0504,Company 504,Healthcare,Priya,Email Campaign,Prospecting,3256943,0.1,2025-11-27,2025-12-28,,Open
DEAL-0505,Company 505,Finance,Arjun,Cold Call,Closed Won,814265,1.0,2025-07-18,2025-08-26,2025-08-26,Won
DEAL-0506,Company 506,Retail,Sneha,LinkedIn,Closed Lost,2104410,0.0,2025-12-05,2026-04-02,2026-04-02,Lost
DEAL-0507,Company 507,Technology,Ananya,Referral,Closed Lost,606718,0.0,2026-05-06,2026-07-16,2026-07-16,Lost
DEAL-0508,Company 508,Technology,Priya,Partner,Qualification,318083,0.25,2025-01-05,2025-03-14,,Open
DEAL-0509,Company 509,Manufacturing,Vikram,Partner,Proposal,3280431,0.5,2025-01-15,2025-02-19,,Open
DEAL-0510,Company 510,Finance,Ananya,Cold Call,Closed Won,4026765,1.0,2025-10-21,2026-01-21,2026-01-21,Won
DEAL-0511,Company 511,Education,Sneha,Cold Call,Proposal,4049453,0.5,2025-08-11,2025-08-31,,Open
DEAL-0512,Company 512,Education,Priya,LinkedIn,Closed Won,2287035,1.0,2025-08-23,2025-11-20,2025-11-20,Won
DEAL-0513,Company 513,Healthcare,Priya,Partner,Proposal,1157810,0.5,2026-05-07,2026-07-24,,Open
DEAL-0514,Company 514,Finance,Priya,Partner,Prospecting,1399590,0.1,2025-11-28,2026-04-09,,Open
DEAL-0515,Company 515,Education,Priya,Referral,Negotiation,1519793,0.75,2025-09-17,2025-11-13,,Open
DEAL-0516,Company 516,Manufacturing,Sneha,Partner,Prospecting,976215,0.1,2025-09-04,2025-09-26,,Open
DEAL-0517,Company 517,Finance,Ananya,Cold Call,Closed Won,2561910,1.0,2026-03-03,2026-06-09,2026-06-09,Won
DEAL-0518,Company 518,Education,Sneha,Email Campaign,Closed Won,1700824,1.0,2025-03-27,2025-05-16,2025-05-16,Won
DEAL-0519,Company 519,Finance,Arjun,Partner,Qualification,4924196,0.25,2025-09-12,2026-01-08,,Open
DEAL-0520,Company 520,Education,Priya,Email Campaign,Proposal,1856684,0.5,2025-06-04,2025-11-06,,Open
DEAL-0521,Company 521,Education,Rahul,LinkedIn,Proposal,4634946,0.5,2025-09-22,2026-01-03,,Open
DEAL-0522,Company 522,Technology,Arjun,Referral,Prospecting,1590724,0.1,2026-02-08,2026-06-01,,Open
DEAL-0523,Company 523,Retail,Vikram,LinkedIn,Closed Lost,1938529,0.0,2025-01-17,2025-05-04,2025-05-04,Lost
DEAL-0524,Company 524,Finance,Priya,Cold Call,Closed Won,1686675,1.0,2025-03-23,2025-04-07,2025-04-07,Won
DEAL-0525,Company 525,Healthcare,Rahul,Website,Prospecting,1085891,0.1,2026-02-08,2026-04-22,,Open
DEAL-0526,Company 526,Healthcare,Vikram,LinkedIn,Closed Lost,1256184,0.0,2025-07-12,2025-12-12,2025-12-12,Lost
DEAL-0527,Company 527,Retail,Priya,Cold Call,Closed Won,4189289,1.0,2026-08-11,2026-12-12,2026-12-12,Won
DEAL-0528,Company 528,Finance,Sneha,Cold Call,Closed Won,4639699,1.0,2026-02-09,2026-05-18,2026-05-18,Won
DEAL-0529,Company 529,Manufacturing,Sneha,Partner,Qualification,2579832,0.25,2025-08-09,2025-12-13,,Open
DEAL-0530,Company 530,Healthcare,Vikram,Website,Prospecting,4658474,0.1,2026-05-20,2026-06-18,,Open
DEAL-0531,Company 531,Finance,Vikram,Referral,Closed Won,1474663,1.0,2026-01-02,2026-06-29,2026-06-29,Won
DEAL-0532,Company 532,Education,Vikram,Partner,Closed Won,197745,1.0,2025-01-04,2025-05-14,2025-05-14,Won
DEAL-0533,Company 533,Manufacturing,Vikram,Website,Prospecting,3364344,0.1,2025-06-30,2025-09-06,,Open
DEAL-0534,Company 534,Retail,Arjun,LinkedIn,Qualification,1997238,0.25,2026-01-26,2026-04-11,,Open
DEAL-0535,Company 535,Manufacturing,Arjun,Email Campaign,Prospecting,3611262,0.1,2025-12-08,2026-03-08,,Open
DEAL-0536,Company 536,Finance,Ananya,Partner,Closed Won,3353364,1.0,2025-06-18,2025-08-29,2025-08-29,Won
DEAL-0537,Company 537,Healthcare,Ananya,Email Campaign,Closed Won,3745727,1.0,2026-06-21,2026-11-08,2026-11-08,Won
DEAL-0538,Company 538,Education,Rahul,LinkedIn,Closed Won,1518919,1.0,2026-07-05,2026-09-11,2026-09-11,Won
DEAL-0539,Company 539,Technology,Arjun,Referral,Prospecting,4946799,0.1,2025-07-21,2025-08-13,,Open
DEAL-0540,Company 540,Technology,Arjun,Cold Call,Negotiation,1691232,0.75,2026-05-20,2026-09-22,,Open
DEAL-0541,Company 541,Retail,Rahul,Website,Negotiation,834192,0.75,2025-04-12,2025-06-16,,Open
DEAL-0542,Company 542,Healthcare,Ananya,Website,Negotiation,3579921,0.75,2025-03-29,2025-07-17,,Open
DEAL-0543,Company 543,Technology,Rahul,Referral,Negotiation,587977,0.75,2026-02-11,2026-07-01,,Open
DEAL-0544,Company 544,Education,Arjun,Website,Qualification,2209173,0.25,2026-04-22,2026-06-27,,Open
DEAL-0545,Company 545,Technology,Rahul,LinkedIn,Negotiation,4547968,0.75,2026-07-29,2026-11-29,,Open
DEAL-0546,Company 546,Retail,Priya,Website,Proposal,4026974,0.5,2026-04-19,2026-08-07,,Open
DEAL-0547,Company 547,Finance,Rahul,Partner,Prospecting,4803267,0.1,2025-02-12,2025-05-15,,Open
DEAL-0548,Company 548,Technology,Rahul,LinkedIn,Closed Won,4722412,1.0,2025-11-11,2026-03-26,2026-03-26,Won
DEAL-0549,Company 549,Education,Ananya,LinkedIn,Negotiation,1083668,0.75,2025-07-12,2025-12-07,,Open
DEAL-0550,Company 550,Retail,Sneha,Email Campaign,Closed Won,3725002,1.0,2026-08-15,2026-11-26,2026-11-26,Won
DEAL-0551,Company 551,Technology,Vikram,Partner,Closed Won,665937,1.0,2025-05-31,2025-10-07,2025-10-07,Won
DEAL-0552,Company 552,Healthcare,Priya,Email Campaign,Closed Won,4649409,1.0,2026-01-10,2026-04-17,2026-04-17,Won
DEAL-0553,Company 553,Retail,Ananya,Cold Call,Prospecting,3080855,0.1,2026-04-09,2026-08-14,,Open
DEAL-0554,Company 554,Manufacturing,Rahul,Cold Call,Qualification,142036,0.25,2025-11-27,2026-05-05,,Open
DEAL-0555,Company 555,Healthcare,Rahul,Partner,Proposal,4479723,0.5,2026-07-23,2026-12-02,,Open
DEAL-0556,Company 556,Finance,Ananya,Email Campaign,Qualification,4887231,0.25,2025-02-19,2025-07-06,,Open
DEAL-0557,Company 557,Manufacturing,Arjun,Partner,Closed Won,4814812,1.0,2025-10-16,2026-03-14,2026-03-14,Won
DEAL-0558,Company 558,Finance,Rahul,Website,Qualification,597219,0.25,2026-04-22,2026-07-27,,Open
DEAL-0559,Company 559,Finance,Ananya,Referral,Proposal,4758569,0.5,2026-01-27,2026-02-27,,Open
DEAL-0560,Company 560,Finance,Sneha,Website,Proposal,1947883,0.5,2025-11-21,2026-02-25,,Open
DEAL-0561,Company 561,Technology,Arjun,Referral,Negotiation,2645834,0.75,2025-07-23,2025-11-12,,Open
DEAL-0562,Company 562,Healthcare,Vikram,Partner,Closed Lost,1448949,0.0,2026-08-09,2026-10-01,2026-10-01,Lost
DEAL-0563,Company 563,Retail,Arjun,Email Campaign,Proposal,1835818,0.5,2025-01-20,2025-07-01,,Open
DEAL-0564,Company 564,Finance,Ananya,LinkedIn,Proposal,339134,0.5,2026-04-28,2026-07-04,,Open
DEAL-0565,Company 565,Technology,Ananya,Website,Proposal,3885598,0.5,2025-05-14,2025-08-09,,Open
DEAL-0566,Company 566,Healthcare,Priya,Website,Prospecting,101707,0.1,2026-03-19,2026-06-06,,Open
DEAL-0567,Company 567,Healthcare,Vikram,LinkedIn,Closed Lost,4044420,0.0,2025-09-23,2026-03-06,2026-03-06,Lost
DEAL-0568,Company 568,Education,Sneha,Website,Negotiation,929459,0.75,2025-09-05,2025-10-14,,Open
DEAL-0569,Company 569,Retail,Arjun,Website,Closed Lost,3893139,0.0,2025-10-28,2026-03-28,2026-03-28,Lost
DEAL-0570,Company 570,Manufacturing,Ananya,Website,Closed Won,4845464,1.0,2026-02-24,2026-06-24,2026-06-24,Won
DEAL-0571,Company 571,Retail,Arjun,Cold Call,Proposal,2787946,0.5,2026-01-05,2026-07-01,,Open
DEAL-0572,Company 572,Retail,Vikram,LinkedIn,Proposal,2406632,0.5,2025-05-07,2025-06-05,,Open
DEAL-0573,Company 573,Technology,Arjun,Website,Prospecting,3850986,0.1,2025-03-14,2025-06-28,,Open
DEAL-0574,Company 574,Education,Sneha,Website,Prospecting,3914044,0.1,2025-02-10,2025-06-17,,Open
DEAL-0575,Company 575,Healthcare,Vikram,Referral,Qualification,4230266,0.25,2026-01-01,2026-02-24,,Open
DEAL-0576,Company 576,Finance,Priya,Partner,Proposal,4330650,0.5,2025-11-10,2026-02-26,,Open
DEAL-0577,Company 577,Finance,Ananya,Website,Qualification,4645130,0.25,2025-10-02,2026-02-24,,Open
DEAL-0578,Company 578,Healthcare,Rahul,Website,Proposal,132409,0.5,2026-05-09,2026-10-04,,Open
DEAL-0579,Company 579,Finance,Vikram,Referral,Prospecting,1971672,0.1,2026-07-03,2026-10-10,,Open
DEAL-0580,Company 580,Finance,Sneha,LinkedIn,Closed Won,1693707,1.0,2025-12-29,2026-06-25,2026-06-25,Won
DEAL-0581,Company 581,Manufacturing,Arjun,Referral,Prospecting,3418270,0.1,2026-07-03,2026-10-23,,Open
DEAL-0582,Company 582,Education,Arjun,Partner,Proposal,1187411,0.5,2025-07-04,2025-11-30,,Open
DEAL-0583,Company 583,Healthcare,Ananya,Partner,Prospecting,4538155,0.1,2025-03-29,2025-06-06,,Open
DEAL-0584,Company 584,Education,Vikram,Website,Closed Lost,2072784,0.0,2025-05-01,2025-08-08,2025-08-08,Lost
DEAL-0585,Company 585,Retail,Arjun,LinkedIn,Closed Won,2982977,1.0,2025-01-21,2025-05-24,2025-05-24,Won
DEAL-0586,Company 586,Finance,Rahul,Cold Call,Qualification,702416,0.25,2025-03-10,2025-04-20,,Open
DEAL-0587,Company 587,Technology,Vikram,Partner,Prospecting,1224846,0.1,2025-03-02,2025-06-12,,Open
DEAL-0588,Company 588,Manufacturing,Priya,Website,Closed Lost,3188102,0.0,2026-06-28,2026-08-17,2026-08-17,Lost
DEAL-0589,Company 589,Technology,Vikram,Cold Call,Closed Lost,111753,0.0,2025-12-28,2026-04-18,2026-04-18,Lost
DEAL-0590,Company 590,Manufacturing,Rahul,Partner,Closed Won,2785090,1.0,2025-05-17,2025-07-09,2025-07-09,Won
DEAL-0591,Company 591,Technology,Ananya,Website,Qualification,126240,0.25,2025-09-18,2026-03-09,,Open
DEAL-0592,Company 592,Manufacturing,Sneha,Cold Call,Negotiation,929854,0.75,2025-10-12,2026-03-16,,Open
DEAL-0593,Company 593,Retail,Priya,Partner,Prospecting,1732678,0.1,2026-02-05,2026-07-03,,Open
DEAL-0594,Company 594,Finance,Sneha,LinkedIn,Prospecting,644557,0.1,2025-10-16,2026-03-01,,Open
DEAL-0595,Company 595,Manufacturing,Arjun,Partner,Qualification,1470827,0.25,2025-08-22,2025-10-22,,Open
DEAL-0596,Company 596,Education,Rahul,Website,Proposal,3822827,0.5,2026-01-17,2026-05-18,,Open
DEAL-0597,Company 597,Finance,Priya,LinkedIn,Proposal,4848793,0.5,2026-04-26,2026-10-14,,Open
DEAL-0598,Company 598,Technology,Vikram,Cold Call,Prospecting,2453233,0.1,2025-05-21,2025-07-22,,Open
DEAL-0599,Company 599,Education,Vikram,Referral,Closed Lost,1183183,0.0,2025-10-22,2025-11-22,2025-11-22,Lost
DEAL-0600,Company 600,Technology,Arjun,Website,Proposal,1210294,0.5,2025-11-01,2026-01-16,,Open
DEAL-0601,Company 601,Finance,Sneha,Website,Closed Won,614430,1.0,2025-09-08,2026-03-01,2026-03-01,Won
DEAL-0602,Company 602,Technology,Ananya,Website,Closed Won,2198983,1.0,2025-03-14,2025-06-29,2025-06-29,Won
DEAL-0603,Company 603,Healthcare,Arjun,Referral,Qualification,1910971,0.25,2026-05-14,2026-11-01,,Open
DEAL-0604,Company 604,Healthcare,Priya,Partner,Negotiation,4805997,0.75,2026-03-05,2026-08-12,,Open
DEAL-0605,Company 605,Retail,Sneha,Email Campaign,Prospecting,3198491,0.1,2026-06-02,2026-09-28,,Open
DEAL-0606,Company 606,Retail,Vikram,LinkedIn,Proposal,2064017,0.5,2025-02-18,2025-05-22,,Open
DEAL-0607,Company 607,Healthcare,Ananya,Email Campaign,Negotiation,3963397,0.75,2025-11-19,2026-01-12,,Open
DEAL-0608,Company 608,Healthcare,Arjun,Partner,Negotiation,1515915,0.75,2026-05-22,2026-10-05,,Open
DEAL-0609,Company 609,Retail,Priya,Cold Call,Proposal,2320463,0.5,2025-08-23,2025-12-07,,Open
DEAL-0610,Company 610,Education,Vikram,Partner,Proposal,295144,0.5,2026-05-19,2026-07-30,,Open
DEAL-0611,Company 611,Education,Arjun,Email Campaign,Closed Won,1896585,1.0,2026-04-25,2026-08-16,2026-08-16,Won
DEAL-0612,Company 612,Education,Priya,Website,Prospecting,1658795,0.1,2026-06-25,2026-11-20,,Open
DEAL-0613,Company 613,Finance,Sneha,Referral,Negotiation,3927590,0.75,2026-02-04,2026-03-11,,Open
DEAL-0614,Company 614,Finance,Vikram,Cold Call,Negotiation,2759236,0.75,2026-04-30,2026-07-29,,Open
DEAL-0615,Company 615,Education,Arjun,Referral,Proposal,4698455,0.5,2025-09-24,2025-12-04,,Open
DEAL-0616,Company 616,Finance,Sneha,LinkedIn,Proposal,1855518,0.5,2025-10-27,2025-11-12,,Open
DEAL-0617,Company 617,Technology,Ananya,Cold Call,Proposal,2032847,0.5,2025-11-14,2026-01-28,,Open
DEAL-0618,Company 618,Healthcare,Sneha,Partner,Negotiation,1012452,0.75,2025-06-05,2025-07-02,,Open
DEAL-0619,Company 619,Manufacturing,Sneha,Referral,Closed Won,2139934,1.0,2026-08-09,2026-09-15,2026-09-15,Won
DEAL-0620,Company 620,Education,Ananya,Partner,Proposal,984048,0.5,2025-12-06,2025-12-21,,Open
DEAL-0621,Company 621,Manufacturing,Priya,Partner,Proposal,514462,0.5,2026-02-09,2026-06-23,,Open
DEAL-0622,Company 622,Education,Ananya,Referral,Qualification,2322759,0.25,2025-08-05,2026-01-23,,Open
DEAL-0623,Company 623,Manufacturing,Arjun,Email Campaign,Closed Won,4181146,1.0,2025-09-15,2026-02-01,2026-02-01,Won
DEAL-0624,Company 624,Finance,Arjun,Cold Call,Closed Won,638574,1.0,2025-10-26,2026-01-09,2026-01-09,Won
DEAL-0625,Company 625,Retail,Arjun,LinkedIn,Qualification,4496460,0.25,2025-12-17,2026-02-04,,Open
DEAL-0626,Company 626,Education,Arjun,Partner,Qualification,164589,0.25,2026-05-14,2026-07-15,,Open
DEAL-0627,Company 627,Healthcare,Priya,LinkedIn,Closed Lost,2977053,0.0,2025-06-15,2025-10-07,2025-10-07,Lost
DEAL-0628,Company 628,Healthcare,Rahul,Email Campaign,Closed Won,3282452,1.0,2026-05-30,2026-10-29,2026-10-29,Won
DEAL-0629,Company 629,Education,Arjun,Website,Negotiation,3790030,0.75,2026-07-27,2026-10-23,,Open
DEAL-0630,Company 630,Healthcare,Ananya,Referral,Proposal,4882303,0.5,2025-10-03,2026-03-18,,Open
DEAL-0631,Company 631,Healthcare,Vikram,Email Campaign,Negotiation,1483284,0.75,2026-06-24,2026-11-18,,Open
DEAL-0632,Company 632,Manufacturing,Arjun,LinkedIn,Closed Won,4651731,1.0,2026-07-16,2026-12-30,2026-12-30,Won
DEAL-0633,Company 633,Healthcare,Vikram,Email Campaign,Qualification,4165345,0.25,2025-07-08,2025-11-19,,Open
DEAL-0634,Company 634,Healthcare,Rahul,Email Campaign,Prospecting,915256,0.1,2025-12-09,2026-05-22,,Open
DEAL-0635,Company 635,Manufacturing,Ananya,Referral,Negotiation,4523447,0.75,2025-07-12,2025-10-27,,Open
DEAL-0636,Company 636,Manufacturing,Sneha,Partner,Prospecting,1434822,0.1,2026-02-08,2026-03-06,,Open
DEAL-0637,Company 637,Manufacturing,Vikram,Cold Call,Negotiation,3395026,0.75,2025-06-15,2025-09-27,,Open
DEAL-0638,Company 638,Manufacturing,Sneha,Cold Call,Proposal,1468826,0.5,2026-03-14,2026-05-10,,Open
DEAL-0639,Company 639,Retail,Sneha,Partner,Prospecting,1449769,0.1,2025-10-23,2026-03-14,,Open
DEAL-0640,Company 640,Technology,Arjun,LinkedIn,Negotiation,1944554,0.75,2026-06-03,2026-09-13,,Open
DEAL-0641,Company 641,Technology,Vikram,Partner,Negotiation,3835961,0.75,2025-07-31,2025-12-11,,Open
DEAL-0642,Company 642,Technology,Rahul,Referral,Proposal,2671158,0.5,2026-01-01,2026-01-27,,Open
DEAL-0643,Company 643,Finance,Sneha,Referral,Proposal,4856546,0.5,2025-12-16,2026-04-07,,Open
DEAL-0644,Company 644,Retail,Vikram,Email Campaign,Qualification,2347905,0.25,2025-10-03,2026-03-04,,Open
DEAL-0645,Company 645,Healthcare,Ananya,Cold Call,Prospecting,1284215,0.1,2026-08-07,2027-01-19,,Open
DEAL-0646,Company 646,Technology,Sneha,Cold Call,Closed Won,3368843,1.0,2026-07-22,2026-09-02,2026-09-02,Won
DEAL-0647,Company 647,Manufacturing,Sneha,Referral,Closed Lost,328495,0.0,2025-01-13,2025-02-22,2025-02-22,Lost
DEAL-0648,Company 648,Finance,Arjun,Email Campaign,Prospecting,1772199,0.1,2025-06-15,2025-07-21,,Open
DEAL-0649,Company 649,Manufacturing,Arjun,Email Campaign,Prospecting,4647855,0.1,2025-10-29,2025-11-22,,Open
DEAL-0650,Company 650,Technology,Priya,Website,Proposal,1833611,0.5,2025-04-22,2025-09-28,,Open
DEAL-0651,Company 651,Manufacturing,Vikram,Website,Qualification,1502137,0.25,2026-03-15,2026-04-07,,Open
DEAL-0652,Company 652,Education,Rahul,Website,Closed Won,647904,1.0,2026-06-14,2026-07-13,2026-07-13,Won
DEAL-0653,Company 653,Education,Rahul,Email Campaign,Prospecting,1654243,0.1,2025-02-09,2025-05-16,,Open
DEAL-0654,Company 654,Finance,Sneha,LinkedIn,Negotiation,1509410,0.75,2026-03-04,2026-05-05,,Open
DEAL-0655,Company 655,Education,Rahul,Website,Prospecting,818223,0.1,2025-12-11,2026-05-15,,Open
DEAL-0656,Company 656,Manufacturing,Ananya,Email Campaign,Proposal,1693909,0.5,2025-08-17,2025-11-29,,Open
DEAL-0657,Company 657,Healthcare,Ananya,Partner,Qualification,2979735,0.25,2026-07-05,2026-12-26,,Open
DEAL-0658,Company 658,Education,Ananya,Partner,Qualification,3250450,0.25,2025-04-30,2025-10-11,,Open
DEAL-0659,Company 659,Finance,Arjun,LinkedIn,Qualification,2141013,0.25,2025-07-04,2025-10-25,,Open
DEAL-0660,Company 660,Education,Ananya,Email Campaign,Negotiation,669696,0.75,2025-03-17,2025-07-02,,Open
DEAL-0661,Company 661,Manufacturing,Sneha,Cold Call,Qualification,3026030,0.25,2025-12-11,2026-03-19,,Open
DEAL-0662,Company 662,Retail,Vikram,Website,Closed Won,2936569,1.0,2026-07-11,2026-08-14,2026-08-14,Won
DEAL-0663,Company 663,Finance,Arjun,Cold Call,Prospecting,1280796,0.1,2026-04-26,2026-07-07,,Open
DEAL-0664,Company 664,Finance,Arjun,Cold Call,Negotiation,1962493,0.75,2025-10-06,2025-12-18,,Open
DEAL-0665,Company 665,Finance,Ananya,Referral,Closed Won,4482027,1.0,2025-08-17,2025-09-16,2025-09-16,Won
DEAL-0666,Company 666,Finance,Vikram,Partner,Closed Lost,4165741,0.0,2026-05-26,2026-09-13,2026-09-13,Lost
DEAL-0667,Company 667,Education,Rahul,LinkedIn,Prospecting,4681889,0.1,2025-04-04,2025-07-21,,Open
DEAL-0668,Company 668,Education,Sneha,Partner,Proposal,1980440,0.5,2025-05-23,2025-09-22,,Open
DEAL-0669,Company 669,Technology,Sneha,LinkedIn,Closed Lost,2964611,0.0,2026-02-21,2026-06-26,2026-06-26,Lost
DEAL-0670,Company 670,Retail,Rahul,Cold Call,Qualification,2871839,0.25,2025-04-08,2025-05-07,,Open
DEAL-0671,Company 671,Healthcare,Priya,Partner,Prospecting,2165226,0.1,2025-03-13,2025-05-31,,Open
DEAL-0672,Company 672,Technology,Priya,Cold Call,Prospecting,503222,0.1,2025-05-19,2025-06-19,,Open
DEAL-0673,Company 673,Education,Vikram,LinkedIn,Qualification,2643157,0.25,2026-02-28,2026-06-24,,Open
DEAL-0674,Company 674,Technology,Vikram,LinkedIn,Proposal,267314,0.5,2025-08-21,2025-12-01,,Open
DEAL-0675,Company 675,Healthcare,Rahul,Partner,Closed Lost,2126775,0.0,2026-03-26,2026-09-12,2026-09-12,Lost
DEAL-0676,Company 676,Education,Arjun,Email Campaign,Qualification,3931143,0.25,2025-05-27,2025-07-18,,Open
DEAL-0677,Company 677,Retail,Priya,Cold Call,Qualification,3502629,0.25,2026-08-03,2026-09-29,,Open
DEAL-0678,Company 678,Retail,Sneha,Partner,Negotiation,1679753,0.75,2025-11-04,2026-03-03,,Open
DEAL-0679,Company 679,Healthcare,Sneha,Website,Qualification,3423307,0.25,2025-03-24,2025-07-20,,Open
DEAL-0680,Company 680,Retail,Ananya,Email Campaign,Proposal,2572919,0.5,2025-07-29,2025-12-04,,Open
DEAL-0681,Company 681,Manufacturing,Vikram,Website,Negotiation,2977503,0.75,2025-05-17,2025-07-01,,Open
DEAL-0682,Company 682,Finance,Rahul,Referral,Prospecting,2476105,0.1,2026-05-26,2026-10-05,,Open
DEAL-0683,Company 683,Technology,Arjun,Email Campaign,Qualification,320146,0.25,2025-12-26,2026-02-05,,Open
DEAL-0684,Company 684,Finance,Sneha,Email Campaign,Negotiation,4522089,0.75,2025-04-15,2025-08-02,,Open
DEAL-0685,Company 685,Technology,Ananya,Website,Qualification,696275,0.25,2026-04-16,2026-08-20,,Open
DEAL-0686,Company 686,Technology,Sneha,Website,Closed Lost,4511213,0.0,2026-08-01,2027-01-11,2027-01-11,Lost
